Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2022/23

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Rosenholmskolan Sport College 7-9;89523926;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;49;.;79,6;20,4;50;.;92,0;8,0;48;.;85,4;14,6;.;.;.;.;
Rödebyskolan F-9;32421136;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;81;11,1;77,8;11,1;79;.;74,7;25,3;76;32,9;65,8;1,3;.;.;.;.;
Sunnadalskolan F-9;21608206;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;.;.;.;.;35;.;91,4;8,6;34;5,9;70,6;23,5;28;7,1;89,3;3,6;
Wämöskolan 7-9;63323984;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;49;4,1;63,3;32,7;72;.;44,4;55,6;72;.;91,7;8,3;25;4,0;72,0;24,0;
Frödingskolan;22049068;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;21;4,8;66,7;28,6;36;2,8;44,4;52,8;37;13,5;81,1;5,4;17;.;64,7;35,3;
Hultsbergsskolan 7-9;99406709;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;67;4,5;56,7;38,8;72;1,4;86,1;12,5;75;25,3;73,3;1,3;.;.;.;.;
Ilandaskolan;27418903;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;141;0,7;57,4;41,8;133;2,3;75,2;22,6;130;7,7;76,9;15,4;.;.;.;.;
Internationella Engelska Skolan Karlstad;93730568;Karlstad;1780;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;103;9,7;35,9;54,4;137;.;87,6;12,4;139;6,5;84,9;8,6;24;8,3;41,7;50,0;
Mariebergsskolan;81424988;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;108;7,4;57,4;35,2;115;.;66,1;33,9;118;17,8;66,1;16,1;.;.;.;.;
Nordic International School Karlstad;14290135;Karlstad;1780;Enskild;Nordic International School AB;5566102033;30;.;80,0;20,0;48;.;70,8;29,2;45;.;97,8;2,2;16;.;100,0;.;
Norrstrandsskolan 7-9;20191380;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;156;5,1;62,2;32,7;161;1,2;61,5;37,3;164;28,0;68,9;3,0;.;.;.;.;
Nyeds skola;41081474;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;31;.;58,1;41,9;30;.;56,7;43,3;30;.;80,0;20,0;.;.;.;.;
Rudsskolan;23345056;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;141;0,7;44,7;54,6;161;1,9;77,6;20,5;156;2,6;83,3;14,1;16;.;25,0;75,0;
Thoren Framtid Karlstad;85092070;Karlstad;1780;Enskild;Thorengruppen AB;5566139290;18;55,6;44,4;.;23;.;100,0;.;20;.;85,0;15,0;.;.;.;.;
Vålbergsskolan 7-9;80659104;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;44;9,1;43,2;47,7;51;.;74,5;25,5;49;10,2;85,7;4,1;.;.;.;.;
Järvenskolan;89029385;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;240;15,4;60,4;24,2;304;0,7;69,4;29,9;270;7,8;62,2;30,0;66;4,5;68,2;27,3;
Kunskapsskolan Katrineholm;16603772;Katrineholm;0483;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;72;.;63,9;36,1;75;.;81,3;18,7;73;5,5;83,6;11,0;.;.;.;.;
Sannerudsskolan 7-9;83291761;Kil;1715;Kommunal;Kils kommun;2120001751;81;4,9;59,3;35,8;80;.;76,3;23,8;86;5,8;69,8;24,4;.;.;.;.;
Värgårdsskolan 7-9;75296593;Kinda;0513;Kommunal;Kinda kommun;2120000399;97;1,0;22,7;76,3;96;2,1;70,8;27,1;102;25,5;58,8;15,7;.;.;.;.;
Högalidskolan 7-9;80693905;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;77;7,8;67,5;24,7;83;4,8;74,7;20,5;77;16,9;64,9;18,2;.;.;.;.;
Nya Raketskolan 7-9;43351950;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;66;1,5;71,2;27,3;67;1,5;76,1;22,4;67;6,0;86,6;7,5;.;.;.;.;
Thoren Framtid Vargen;73281949;Kiruna;2584;Enskild;Thoren Framtid AB;5567497051;25;8,0;68,0;24,0;26;.;84,6;15,4;25;4,0;80,0;16,0;.;.;.;.;
Ljungbyhedsskolan;75091646;Klippan;1276;Kommunal;Klippans kommun;2120000928;29;.;41,4;58,6;35;5,7;82,9;11,4;35;34,3;62,9;2,9;.;.;.;.;
Snyggatorpsskolan;10822811;Klippan;1276;Kommunal;Klippans kommun;2120000928;87;3,4;29,9;66,7;120;2,5;75,8;21,7;120;8,3;80,8;10,8;31;3,2;22,6;74,2;
Adolfsbergsskolan;22335099;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;121;4,1;78,5;17,4;122;0,8;63,1;36,1;125;20,8;74,4;4,8;.;.;.;.;
Margarethaskolan;51867275;Knivsta;0330;Enskild;Knivsta Friskola Ekonomisk Förening;7696042618;15;.;80,0;20,0;15;.;60,0;40,0;16;.;100,0;.;.;.;.;.;
Thunmanskolan;92364234;Knivsta;0330;Kommunal;Knivsta kommun;2120003013;96;4,2;66,7;29,2;103;6,8;81,6;11,7;103;31,1;65,0;3,9;.;.;.;.;
Gudmundråskolan;11159060;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;94;5,3;66,0;28,7;106;2,8;66,0;31,1;108;13,9;83,3;2,8;.;.;.;.;
Högakustenskolan;75515918;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;52;7,7;67,3;25,0;60;1,7;70,0;28,3;59;1,7;86,4;11,9;.;.;.;.;
Antonskolan Blekedamm;14555807;Kristianstad;1290;Enskild;Anton Utbildning AB;5566024906;31;3,2;87,1;9,7;43;4,7;72,1;23,3;42;2,4;97,6;.;.;.;.;.;
Antonskolan Österäng;57538739;Kristianstad;1290;Enskild;Anton Utbildning AB;5566024906;.;.;.;.;16;.;100,0;.;15;26,7;73,3;.;.;.;.;.;
Degebergaskolan MH;58419840;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;36;2,8;77,8;19,4;40;2,5;77,5;20,0;37;45,9;51,4;2,7;.;.;.;.;
Fjälkinge skola MH;13867770;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;61;14,8;50,8;34,4;64;3,1;75,0;21,9;65;27,7;64,6;7,7;.;.;.;.;
Fröknegårdskolan H1;80871896;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;19;.;47,4;52,6;91;2,2;68,1;29,7;88;5,7;90,9;3,4;71;.;53,5;46,5;
Montessori Mondial Kristianstad;72491525;Kristianstad;1290;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;26;15,4;50,0;34,6;31;.;71,0;29,0;33;3,0;75,8;21,2;.;.;.;.;
Norretullskolan;59782586;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;31;16,1;58,1;25,8;73;.;74,0;26,0;77;7,8;77,9;14,3;40;7,5;65,0;27,5;
Nosabyskolan H;98284563;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;115;7,0;63,5;29,6;132;3,0;75,0;22,0;134;11,9;83,6;4,5;17;.;100,0;.;
Rönnowskolan H2;13756290;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;138;5,8;63,0;31,2;145;4,8;75,2;20,0;125;16,8;68,8;14,4;.;.;.;.;
Slättängsskolan H1;15401823;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;36;11,1;63,9;25,0;74;1,4;85,1;13,5;57;12,3;82,5;5,3;29;6,9;62,1;31,0;
Slättängsskolan H2;15700323;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;31;6,5;64,5;29,0;30;.;93,3;6,7;29;10,3;82,8;6,9;.;.;.;.;
Spängerskolan;45819321;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;19;5,3;63,2;31,6;20;.;70,0;30,0;21;14,3;85,7;.;.;.;.;.;
Thoren Framtid Axona;81452013;Kristianstad;1290;Enskild;Axona Dendron AB;5565937868;17;5,9;70,6;23,5;17;.;94,1;5,9;17;.;100,0;.;.;.;.;.;
Tollarps skola MH;45430802;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;35;11,4;65,7;22,9;29;.;31,0;69,0;42;28,6;64,3;7,1;.;.;.;.;
Väskolan H;53662534;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;44;4,5;59,1;36,4;44;9,1;81,8;9,1;42;14,3;76,2;9,5;.;.;.;.;
Öllsjöskolan MH;46211392;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;37;16,2;73,0;10,8;47;2,1;59,6;38,3;43;16,3;81,4;2,3;.;.;.;.;
Önnestads skola H;18636287;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;45;6,7;66,7;26,7;44;.;45,5;54,5;42;11,9;81,0;7,1;.;.;.;.;
Djurgårdsskolan F-9;55509192;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;73;2,7;60,3;37,0;77;3,9;66,2;29,9;83;12,0;78,3;9,6;.;.;.;.;
Stenstalidskolan F-9;14885908;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;53;13,2;58,5;28,3;63;4,8;68,3;27,0;62;4,8;74,2;21,0;.;.;.;.;
Södermalmsskolan F-9;27777261;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;50;12,0;46,0;42,0;78;3,8;65,4;30,8;72;20,8;75,0;4,2;26;7,7;50,0;42,3;
Cederbergsskolan F-9;64778601;Krokom;2309;Kommunal;Krokoms kommun;2120002478;.;.;.;.;15;.;93,3;6,7;.;.;.;.;.;.;.;.;
Nyhedens skola;40025257;Krokom;2309;Kommunal;Krokoms kommun;2120002478;59;11,9;71,2;16,9;52;5,8;76,9;17,3;55;41,8;58,2;.;.;.;.;.;
Ås skola 7-9;54952732;Krokom;2309;Kommunal;Krokoms kommun;2120002478;70;8,6;67,1;24,3;69;1,4;88,4;10,1;71;39,4;59,2;1,4;.;.;.;.;
Änge skola 7-9;25036714;Krokom;2309;Kommunal;Krokoms kommun;2120002478;39;12,8;71,8;15,4;37;.;81,1;18,9;39;12,8;79,5;7,7;.;.;.;.;
Kumlaby skola 7-9;75692870;Kumla;1881;Kommunal;Kumla kommun;2120001975;36;2,8;52,8;44,4;43;.;37,2;62,8;42;9,5;73,8;16,7;.;.;.;.;
Skogstorpsskolan 7-9;44243725;Kumla;1881;Kommunal;Kumla kommun;2120001975;89;6,7;83,1;10,1;96;.;67,7;32,3;101;13,9;84,2;2,0;.;.;.;.;
Vialundskolan;99992013;Kumla;1881;Kommunal;Kumla kommun;2120001975;96;2,1;41,7;56,3;99;3,0;84,8;12,1;105;10,5;84,8;4,8;.;.;.;.;
Frillesåsskolan 7-9;67578984;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;60;3,3;63,3;33,3;64;.;81,3;18,8;62;30,6;67,7;1,6;.;.;.;.;
Fullriggaren Malevik 4-9;33170625;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;26;3,8;61,5;34,6;26;.;61,5;38,5;26;7,7;80,8;11,5;.;.;.;.;
Gottskär Grundskola;90784555;Kungsbacka;1384;Enskild;Gottskär Grundskola Ekonomisk förening;7696013361;20;5,0;35,0;60,0;20;.;85,0;15,0;20;.;100,0;.;.;.;.;.;
Hedeskolan 7-9;27712268;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;23;13,0;43,5;43,5;50;4,0;86,0;10,0;50;18,0;76,0;6,0;.;.;.;.;
Hålabäcksskolan B;77163912;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;62;4,8;53,2;41,9;66;.;72,7;27,3;68;1,5;86,8;11,8;.;.;.;.;
Kapareskolan A-D;28803215;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;62;12,9;64,5;22,6;66;3,0;72,7;24,2;64;51,6;46,9;1,6;.;.;.;.;
Kapareskolan E-H;84111198;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;81;9,9;58,0;32,1;78;.;65,4;34,6;82;43,9;53,7;2,4;.;.;.;.;
KMS Kullaviks Montessoriskola;10902849;Kungsbacka;1384;Enskild;Kullaviks Montessoriskola Ekonomisk förening;7164422243;23;8,7;87,0;4,3;24;.;100,0;.;21;9,5;90,5;.;.;.;.;.;
Kollaskolan 7-9;47579620;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;63;6,3;74,6;19,0;70;1,4;75,7;22,9;65;18,5;78,5;3,1;.;.;.;.;
Kullaviksskolan 7-9;75835202;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;57;1,8;80,7;17,5;62;.;82,3;17,7;61;.;86,9;13,1;.;.;.;.;
Nova Montessoriskola åk 6-9;56655808;Kungsbacka;1384;Enskild;Montenova Montessoriskola Ekonomisk Förening;7696022248;27;.;63,0;37,0;25;.;76,0;24,0;28;3,6;92,9;3,6;.;.;.;.;
Smedingeskolan Söder;49555095;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;77;11,7;53,2;35,1;76;.;23,7;76,3;81;28,4;61,7;9,9;.;.;.;.;
Särö skola 5-9;72090315;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;68;10,3;60,3;29,4;60;.;55,0;45,0;63;.;92,1;7,9;.;.;.;.;
Varlaskolan Nord;28729598;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;64;6,3;68,8;25,0;68;1,5;79,4;19,1;68;32,4;63,2;4,4;.;.;.;.;
Varlaskolan Syd;93339853;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;79;16,5;57,0;26,6;80;.;80,0;20,0;83;15,7;83,1;1,2;.;.;.;.;
Varlaskolan Sydväst;84159690;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;67;4,5;68,7;26,9;68;.;80,9;19,1;72;36,1;56,9;6,9;.;.;.;.;
Vittra Forsgläntan;42568760;Kungsbacka;1384;Enskild;Vittraskolorna AB;5564586716;52;3,8;69,2;26,9;53;.;84,9;15,1;53;7,5;84,9;7,5;.;.;.;.;
Åsa Gårdsskola 4-9;16824824;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;24;.;87,5;12,5;23;.;95,7;4,3;25;.;100,0;.;.;.;.;.;
Åsaskolan 7-9;18035112;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;69;2,9;49,3;47,8;71;.;40,8;59,2;72;4,2;69,4;26,4;.;.;.;.;
Älvsåkersskolan 7-9;74587667;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;43;4,7;76,7;18,6;48;.;87,5;12,5;45;44,4;53,3;2,2;.;.;.;.;
Kung Karl 79;46834580;Kungsör;1960;Kommunal;Kungsörs kommun;2120002056;62;8,1;54,8;37,1;85;.;89,4;10,6;92;9,8;77,2;13,0;.;.;.;.;
Fredkullaskolan ,waldorfskola,;38353942;Kungälv;1482;Enskild;Föreningen för Waldorfpedagogik i Kungälv;8533007038;18;16,7;61,1;22,2;18;.;88,9;11,1;18;5,6;88,9;5,6;.;.;.;.;
Friskolan i Kärna;25790317;Kungälv;1482;Enskild;Mona Hurtig Skol AB;5565204129;38;13,2;63,2;23,7;38;2,6;86,8;10,5;37;16,2;81,1;2,7;.;.;.;.;
Munkegärdeskolan;51596946;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;112;6,3;84,8;8,9;122;6,6;85,2;8,2;125;11,2;80,8;8,0;.;.;.;.;
Strandskolan Montessoriföreningen i Kungälv;21917957;Kungälv;1482;Enskild;Strandskolan, Montessoriföreningen i Kungälv;8533007004;24;16,7;70,8;12,5;25;.;92,0;8,0;26;65,4;34,6;.;.;.;.;.;
Thorildskolan 1;73505986;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;123;4,9;69,9;25,2;125;.;80,0;20,0;130;17,7;78,5;3,8;.;.;.;.;
Ytterbyskolan 1;63621283;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;174;5,2;59,8;35,1;180;0,6;89,4;10,0;184;9,2;78,8;12,0;.;.;.;.;
Barsebäcks Montessoriskola;22957852;Kävlinge;1261;Enskild;Barsebäcks Montessori Ekonomisk Förening;7696006191;16;.;75,0;25,0;16;6,3;93,8;.;16;12,5;81,3;6,3;.;.;.;.;
Korsbackaskolan;46107605;Kävlinge;1261;Kommunal;Kävlinge kommun;2120001058;160;8,8;63,8;27,5;169;2,4;79,9;17,8;167;15,0;83,2;1,8;.;.;.;.;
Noblaskolan Löddeköpinge;19504051;Kävlinge;1261;Enskild;AcadeMedia fria grundskolor AB;5569320699;41;.;73,2;26,8;50;.;76,0;24,0;50;2,0;78,0;20,0;.;.;.;.;
Tolvåkerskolan;13578112;Kävlinge;1261;Kommunal;Kävlinge kommun;2120001058;161;12,4;70,8;16,8;160;1,3;72,5;26,3;165;13,9;71,5;14,5;.;.;.;.;
Karlbergsskolan;31319179;Köping;1983;Kommunal;Köpings kommun;2120002114;113;0,9;75,2;23,9;128;0,8;46,1;53,1;127;10,2;83,5;6,3;.;.;.;.;
Malmaskolan 4-9;49665496;Köping;1983;Kommunal;Köpings kommun;2120002114;46;2,2;78,3;19,6;47;2,1;95,7;2,1;49;34,7;61,2;4,1;.;.;.;.;
Scheeleskolan;24379201;Köping;1983;Kommunal;Köpings kommun;2120002114;71;2,8;53,5;43,7;86;1,2;54,7;44,2;76;9,2;72,4;18,4;18;.;55,6;44,4;
Lagaholmsskolan;50150550;Laholm;1381;Kommunal;Laholms kommun;2120001223;72;6,9;59,7;33,3;85;.;63,5;36,5;89;4,5;73,0;22,5;18;11,1;16,7;72,2;
Veingeskolan 7-9;95134514;Laholm;1381;Kommunal;Laholms kommun;2120001223;69;4,3;82,6;13,0;87;1,1;86,2;12,6;89;1,1;92,1;6,7;18;.;77,8;22,2;
Våxtorpsskolan 7-9;50172802;Laholm;1381;Kommunal;Laholms kommun;2120001223;57;5,3;52,6;42,1;66;7,6;65,2;27,3;67;6,0;85,1;9,0;.;.;.;.;
Asmundtorps skola;70803452;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;37;5,4;86,5;8,1;40;.;77,5;22,5;37;8,1;91,9;.;.;.;.;.;
Glumslövs skola;30917121;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;67;6,0;74,6;19,4;71;.;84,5;15,5;70;17,1;81,4;1,4;.;.;.;.;
Innovitaskolan Landskrona;94830241;Landskrona;1282;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;.;.;.;.;15;.;80,0;20,0;.;.;.;.;.;.;.;.;
Internationella Engelska Skolan Landskrona;21085818;Landskrona;1282;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;48;2,1;64,6;33,3;60;8,3;80,0;11,7;60;6,7;73,3;20,0;.;.;.;.;
Kunskapsskolan Landskrona;60956248;Landskrona;1282;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;34;8,8;61,8;29,4;74;.;71,6;28,4;72;1,4;87,5;11,1;32;.;93,8;6,3;
Landskrona School of Sports AB;70072964;Landskrona;1282;Enskild;Landskrona School of Sports AB;5567206239;20;.;100,0;.;25;.;88,0;12,0;28;7,1;92,9;.;.;.;.;.;
Sandåkerskolan;77747055;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;39;2,6;76,9;20,5;61;.;72,1;27,9;60;.;86,7;13,3;16;.;93,8;6,3;
Seminarieskolan;41641029;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;21;9,5;71,4;19,0;56;.;53,6;46,4;53;.;67,9;32,1;33;.;69,7;30,3;
Säbyholms Montessoriskola;42908219;Landskrona;1282;Enskild;Landskrona Montessoriförening Ek.Förening;7696002794;24;8,3;70,8;20,8;25;.;84,0;16,0;24;12,5;79,2;8,3;.;.;.;.;
Västervångskolan;29541747;Landskrona;1282;Kommunal;Landskrona kommun;2120001140;53;.;34,0;66,0;86;.;72,1;27,9;82;3,7;73,2;23,2;34;2,9;47,1;50,0;
Centralskolan;24748604;Laxå;1860;Kommunal;Laxå kommun;2120001918;37;2,7;62,2;35,1;41;2,4;87,8;9,8;41;2,4;95,1;2,4;.;.;.;.;
Lekebergsskolan 7-9;97648883;Lekeberg;1814;Kommunal;Lekebergs kommun;2120002981;81;4,9;61,7;33,3;78;.;71,8;28,2;89;19,1;74,2;6,7;.;.;.;.;
Profilskolan Excel;38368827;Leksand;2029;Enskild;Profilfriskolan Excel AB (svb);5590306964;18;22,2;55,6;22,2;21;.;81,0;19,0;20;25,0;75,0;.;.;.;.;.;
Sammilsdalskolan F-9;61834375;Leksand;2029;Kommunal;Leksands kommun;2120002163;118;3,4;78,0;18,6;120;1,7;86,7;11,7;130;16,2;80,0;3,8;.;.;.;.;
Alléskolan skolenhet Ask;51403955;Lerum;1441;Kommunal;Lerums kommun;2120001447;48;4,2;79,2;16,7;45;.;71,1;28,9;52;26,9;61,5;11,5;.;.;.;.;
Alléskolan skolenhet Bok;57470446;Lerum;1441;Kommunal;Lerums kommun;2120001447;88;2,3;67,0;30,7;99;4,0;67,7;28,3;98;23,5;73,5;3,1;.;.;.;.;
Lekstorpsskolan B;13490988;Lerum;1441;Kommunal;Lerums kommun;2120001447;23;21,7;52,2;26,1;26;3,8;61,5;34,6;28;14,3;75,0;10,7;.;.;.;.;
Ljungviksskolan skolenhet B;31733366;Lerum;1441;Kommunal;Lerums kommun;2120001447;37;13,5;67,6;18,9;36;.;80,6;19,4;36;41,7;52,8;5,6;.;.;.;.;
Montessoriskolan Floda säteri;82651095;Lerum;1441;Enskild;Montessoriskolan Floda Säteri;8635006680;16;.;87,5;12,5;23;.;39,1;60,9;23;4,3;95,7;.;.;.;.;.;
Rydsbergsskolan Norr;24103764;Lerum;1441;Kommunal;Lerums kommun;2120001447;49;4,1;73,5;22,4;47;.;27,7;72,3;46;.;91,3;8,7;.;.;.;.;
Rydsbergsskolan Söder;53326735;Lerum;1441;Kommunal;Lerums kommun;2120001447;40;2,5;72,5;25,0;41;.;56,1;43,9;40;.;90,0;10,0;.;.;.;.;
Röselidsskolan skolenhet B;38539206;Lerum;1441;Kommunal;Lerums kommun;2120001447;40;5,0;85,0;10,0;45;6,7;53,3;40,0;46;28,3;67,4;4,3;.;.;.;.;
Stenkulan 4-9;49419497;Lerum;1441;Kommunal;Lerums kommun;2120001447;47;12,8;76,6;10,6;47;.;53,2;46,8;47;10,6;74,5;14,9;.;.;.;.;
Torpskolan skolenhet 1;21176313;Lerum;1441;Kommunal;Lerums kommun;2120001447;47;2,1;66,0;31,9;50;.;82,0;18,0;49;10,2;79,6;10,2;.;.;.;.;
Torpskolan skolenhet 2;20361674;Lerum;1441;Kommunal;Lerums kommun;2120001447;92;6,5;62,0;31,5;89;1,1;61,8;37,1;89;12,4;71,9;15,7;.;.;.;.;
Bikupan;74218950;Lessebo;0761;Kommunal;Lessebo kommun;2120000613;55;14,5;56,4;29,1;73;1,4;67,1;31,5;69;4,3;84,1;11,6;.;.;.;.;
Bodals skola;98780182;Lidingö;0186;Kommunal;Lidingö kommun;2120000191;.;.;.;.;15;.;66,7;33,3;17;.;58,8;41,2;.;.;.;.;
Christinaskolan;46097781;Lidingö;0186;Enskild;Lidingö Skola AB;5568681810;45;2,2;64,4;33,3;45;2,2;97,8;.;46;6,5;82,6;10,9;.;.;.;.;
Futuraskolan International Kottla;36276828;Lidingö;0186;Enskild;Futuraskolan AB;5566095047;78;3,8;41,0;55,1;82;12,2;52,4;35,4;84;1,2;84,5;14,3;.;.;.;.;
Högsätra skola;49631077;Lidingö;0186;Kommunal;Lidingö kommun;2120000191;77;6,5;62,3;31,2;78;10,3;85,9;3,8;80;10,0;78,8;11,3;.;.;.;.;
Källängens skola;69329486;Lidingö;0186;Kommunal;Lidingö kommun;2120000191;148;0,7;65,5;33,8;145;.;90,3;9,7;148;3,4;90,5;6,1;.;.;.;.;
Käppala skola;20137688;Lidingö;0186;Kommunal;Lidingö kommun;2120000191;78;3,8;79,5;16,7;82;4,9;67,1;28,0;80;10,0;78,8;11,3;.;.;.;.;
Torsviks skola;45104329;Lidingö;0186;Kommunal;Lidingö kommun;2120000191;116;.;67,2;32,8;116;4,3;69,8;25,9;115;7,0;84,3;8,7;.;.;.;.;
Broholmskolan;98083121;Lidköping;1494;Enskild;Broholmskolans ekonomiska förening;7696081319;37;2,7;62,2;35,1;37;.;91,9;8,1;37;8,1;86,5;5,4;.;.;.;.;
Dalängskolan;37707717;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;128;3,1;72,7;24,2;154;1,9;84,4;13,6;150;34,7;61,3;4,0;.;.;.;.;
Fredriksdalskolan;25486432;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;110;3,6;63,6;32,7;129;1,6;86,0;12,4;133;19,5;66,2;14,3;25;8,0;72,0;20,0;
Rudenschöldskolan;52152242;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;124;9,7;68,5;21,8;122;3,3;91,8;4,9;121;32,2;62,8;5,0;.;.;.;.;
Fuxernaskolan 7-9;22512947;Lilla Edet;1462;Kommunal;Lilla Edets kommun;2120001496;92;12,0;66,3;21,7;93;.;73,1;26,9;90;21,1;68,9;10,0;.;.;.;.;
Fröviskolan 7-9;96316535;Lindesberg;1885;Kommunal;Lindesbergs kommun;2120002015;44;4,5;72,7;22,7;60;.;91,7;8,3;61;18,0;78,7;3,3;.;.;.;.;
Lindbackaskolan;31015204;Lindesberg;1885;Kommunal;Lindesbergs kommun;2120002015;96;5,2;52,1;42,7;131;0,8;60,3;38,9;134;20,1;67,2;12,7;25;.;48,0;52,0;
Storåskolan;88486410;Lindesberg;1885;Kommunal;Lindesbergs kommun;2120002015;27;11,1;70,4;18,5;29;.;51,7;48,3;31;3,2;67,7;29,0;.;.;.;.;
Arenaskolan;46165416;Linköping;0580;Kommunal;Linköpings kommun;2120000449;153;5,2;66,7;28,1;146;4,1;79,5;16,4;163;15,3;66,9;17,8;.;.;.;.;
Berzeliusskolan 6;39169577;Linköping;0580;Kommunal;Linköpings kommun;2120000449;198;2,5;66,2;31,3;235;1,7;91,1;7,2;229;7,4;77,3;15,3;35;2,9;54,3;42,9;
Björkö friskola;78992223;Linköping;0580;Enskild;Stiftelsen Waldorfpedagogik i Vreta Kloster;8220027596;20;15,0;70,0;15,0;23;13,0;82,6;4,3;23;43,5;56,5;.;.;.;.;.;
